seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	BM_BM_24	BM_BM_30	BM_BM_36	B_BM_01	B_BM_03	B_BM_06	B_BM_12	B_BM_18	B_BM_24	B_BM_30	B_BM_36	B_PB_01	B_PB_03	B_PB_06	B_PB_09	B_PB_12	B_PB_18	B_PB_24	B_PB_30	B_PB_36	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_BM_30	CD34_BM_36	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_BM_30	CFC_PB_03	CFC_PB_06	CFC_PB_09	CFC_PB_12	CFC_PB_18	CFC_PB_24	MNC_BM_24	MNC_BM_30	MNC_BM_36	MNC_PB_24	MNC_PB_30	MNC_PB_36	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_BM_24	Myelo_BM_30	Myelo_BM_36	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	Myelo_PB_24	Myelo_PB_30	Myelo_PB_36	NK_BM_01	NK_BM_03	NK_BM_06	NK_BM_18	NK_BM_24	NK_BM_30	NK_BM_36	NK_PB_01	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_24	NK_PB_30	NK_PB_36	PB_PB_01	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	PB_PB_24	PB_PB_30	PB_PB_36	TE_BM_01	TE_BM_03	TE_BM_06	TE_BM_12	TE_BM_18	TE_BM_24	TE_BM_30	T_BM_01	T_BM_03	T_BM_06	T_BM_12	T_BM_24	T_BM_30	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18	T_PB_24	T_PB_30	T_PB_36
chr1	2227908	2227908	1	-	SKI	+	FALSE	FALSE																																																12																																									10																
chr1	2284962	2284962	1	-	LOC100129534	-	FALSE	FALSE			1																																												1							1																																		3																	
chr1	2330220	2330220	1	+	RER1	+	FALSE	FALSE																															11																																																																										
chr1	2505091	2505091	1	+	LOC100996583	+	FALSE	FALSE									37																																																																																																
chr1	2515615	2515615	1	-	LOC100996583	+	FALSE	FALSE																																																3																																																									
chr1	2976104	2976104	1	-	LINC00982	-	FALSE	FALSE																																																																														2																		421									
chr1	3058413	3058413	1	-	MIR4251	+	FALSE	FALSE																																					1																																											43																									
chr1	3072708	3072708	1	+	MIR4251	+	FALSE	FALSE			6		43											3				1						1		2						4					1		132									171									5							2								5					21				2							3												2			
chr1	3126410	3126410	1	+	PRDM16	+	FALSE	FALSE																								1																																																																																	
chr1	3308881	3308881	1	-	PRDM16	+	FALSE	FALSE																																						3										4								44	171	12		532																				3	27	59																		1	3				2801
chr1	3667014	3667014	1	+	CCDC27	+	FALSE	FALSE																																																																																											1														
chr1	6058939	6058939	1	+	KCNAB2	+	FALSE	FALSE																																																						20																																																			
chr1	6877055	6877055	1	-	CAMTA1	+	FALSE	FALSE																			2																																																																																						
chr1	6879909	6879909	1	-	CAMTA1	+	FALSE	FALSE																																			334																																																																						
chr1	6882073	6882073	1	-	CAMTA1	+	FALSE	FALSE												1																																						15																																			7660																			2854	
chr1	6884362	6884362	1	+	CAMTA1	+	FALSE	FALSE																																																																						7																																			
chr1	6884616	6884616	1	-	CAMTA1	+	FALSE	FALSE																																																												150																																													
chr1	6885090	6885090	1	+	CAMTA1	+	FALSE	FALSE																1																																																														10																											
chr1	6893922	6893922	1	+	CAMTA1	+	FALSE	FALSE					6															2								1						1					4											4									6															9									580												3							6			
chr1	6917911	6917911	1	+	CAMTA1	+	FALSE	FALSE										12																																													1																																																		
chr1	6936637	6936637	1	+	CAMTA1	+	FALSE	FALSE																																	62																																																																								
chr1	6936988	6936988	1	-	CAMTA1	+	FALSE	FALSE																																																																																																	2491								
chr1	7225732	7225732	1	-	CAMTA1	+	FALSE	FALSE																																																									1																																																
chr1	7802447	7802447	1	+	CAMTA1	+	FALSE	FALSE																																																											1															1																					27										
chr1	7820761	7820761	1	-	CAMTA1	+	FALSE	FALSE		1																															159																						7																	28																																	
chr1	8491812	8491812	1	+	LOC102724552	+	FALSE	FALSE																																																							1																																	32																	
chr1	8546626	8546626	1	+	RERE	-	FALSE	FALSE							34																																				43																																																														
chr1	8550486	8550486	1	+	RERE	-	FALSE	FALSE						24																	1799														4					58														2		2																																									1						
chr1	8578315	8578315	1	-	RERE	-	FALSE	FALSE																																																3																																																									
chr1	8578717	8578717	1	-	RERE	-	FALSE	FALSE																																																																																														40											
chr1	8580841	8580841	1	+	RERE	-	FALSE	FALSE			1																																												1																																																										
chr1	8588278	8588278	1	-	RERE	-	FALSE	FALSE																																																																															1																										
chr1	8589409	8589409	1	-	RERE	-	FALSE	FALSE																																																																									2																																
chr1	8593843	8593843	1	-	RERE	-	FALSE	FALSE																																																																																														9		632									
chr1	8606907	8606907	1	-	RERE	-	FALSE	FALSE																																																																																		1																							
chr1	8608816	8608816	1	-	RERE	-	FALSE	FALSE																										2																							29							21																								1		180																							
chr1	8636836	8636836	1	-	RERE	-	FALSE	FALSE			1																																																																																																						
chr1	8676811	8676811	1	+	RERE	-	FALSE	FALSE																																																								1																												91																					
chr1	8683857	8683857	1	-	RERE	-	FALSE	FALSE																																																		1																																																							
chr1	8690573	8690573	1	+	RERE	-	FALSE	FALSE												1		1521																				1			7		3											2									1							1								1						4		2	24											6	53										
chr1	8690578	8690578	1	-	RERE	-	FALSE	FALSE																																																																																	73																								
chr1	8699010	8699010	1	+	RERE	-	FALSE	FALSE																																																									7																																																
chr1	8703351	8703351	1	+	RERE	-	FALSE	FALSE				1																																		106												1		1				2				143		572																						236					44								169								
chr1	8705531	8705531	1	+	RERE	-	FALSE	FALSE												1								1														2																4									1															1																					75							1			
chr1	8719106	8719106	1	-	RERE	-	FALSE	FALSE																																																													4																															1													
chr1	8724885	8724885	1	+	RERE	-	FALSE	FALSE																																															11																																																										
chr1	8740619	8740619	1	+	RERE	-	FALSE	FALSE						36																																2																			15				420																																												
chr1	8811513	8811513	1	+	RERE	-	FALSE	FALSE																								11																																																																																	
chr1	8817726	8817726	1	+	RERE	-	FALSE	FALSE																																																							1																																																		
chr1	8820322	8820322	1	+	RERE	-	FALSE	FALSE																																																							1																																																		
chr1	8851859	8851859	1	-	RERE	-	FALSE	FALSE																																									1231																																													113																			
chr1	8862168	8862168	1	+	RERE	-	FALSE	FALSE																																																																																																					6				
chr1	8868640	8868640	1	+	RERE	-	FALSE	FALSE																	1																																																																																								
chr1	8870954	8870954	1	-	RERE	-	FALSE	FALSE																		1																																							6																																											494					
chr1	8896100	8896100	1	-	RERE	-	FALSE	FALSE																	2																																																																																								
chr1	8900624	8900624	1	-	ENO1	-	FALSE	FALSE																																									337																	2			108																						5									742										1			
chr1	9111814	9111814	1	+	SLC2A5	-	FALSE	FALSE																																																																														1																											
chr1	9122127	9122127	1	-	SLC2A5	-	FALSE	FALSE									1																																																																																																
chr1	9618058	9618058	1	-	SLC25A33	+	FALSE	FALSE		23	1						7																11																						6																3						1	1									1								46																		
chr1	9719016	9719016	1	+	PIK3CD-AS1	-	FALSE	FALSE																																																						1																																																			
chr1	9744034	9744034	1	+	PIK3CD-AS2	-	FALSE	FALSE																																																							2										26																	56																							
chr1	9864705	9864705	1	-	CLSTN1	-	FALSE	FALSE																														506																											22																																																
chr1	10132349	10132349	1	-	UBE4B	+	FALSE	FALSE			5																		401																																		4			5																																					7										
chr1	10159572	10159572	1	-	UBE4B	+	FALSE	FALSE																																																																														8																											
chr1	10303115	10303115	1	+	KIF1B	+	FALSE	FALSE																2																																																																																					1				
chr1	10309087	10309087	1	+	KIF1B	+	FALSE	FALSE					17	191	1022	2709				8								1								6					5	7		55			147		20								2	305			873						501		13	4				5							342	5	1939		2639						282			1				11	655				5						1	12			
chr1	10318936	10318936	1	+	KIF1B	+	FALSE	FALSE																																																						2										3																																									
chr1	10391781	10391781	1	-	KIF1B	+	FALSE	FALSE																																																2									16																																																
chr1	10402075	10402075	1	-	KIF1B	+	FALSE	FALSE																																											1																																																														
chr1	10402295	10402295	1	-	KIF1B	+	FALSE	FALSE			1				2532																																		376		2530							1								3			2																		10		33														1										
chr1	10585449	10585449	1	-	PEX14	+	FALSE	FALSE			10	1	5	248	3082					6		3382		173	1		38	2	435		1291		1					704		1	1	27			24		6				604					32		10					17	9	1	14	5	1483	1					5					1	534	1	1		21			1	99		95	26			2314		1		4		160	1		226	1340			1	37	24	121		767	
chr1	10585912	10585912	1	+	PEX14	+	FALSE	FALSE							3																																				2																																																					15									
chr1	10653777	10653777	1	+	PEX14	+	FALSE	FALSE																										9																																																																															
chr1	11084707	11084707	1	+	TARDBP	+	FALSE	FALSE												1								1														2					1											3									1							1								1									175							2					1										
chr1	11352004	11352004	1	+	UBIAD1	+	FALSE	FALSE					1															1														3					2											47									2							1								1									1							3					1							1			
chr1	11729476	11729476	1	-	FBXO6	+	FALSE	FALSE																																																																					2																																				
chr1	12230686	12230686	1	+	TNFRSF1B	+	FALSE	FALSE																																									173																																																																
chr1	12230882	12230882	1	-	TNFRSF1B	+	FALSE	FALSE																1																									967																																																																
chr1	12355280	12355280	1	+	VPS13D	+	FALSE	FALSE																																																																																																								108	
chr1	12355282	12355282	1	+	VPS13D	+	FALSE	FALSE																																																																																																								384	
chr1	12357863	12357863	1	+	VPS13D	+	FALSE	FALSE																																																							4																																																		
chr1	12363211	12363211	1	-	VPS13D	+	FALSE	FALSE																																																												21																																													
chr1	12386268	12386268	1	-	VPS13D	+	FALSE	FALSE																				1														7					2											144									1																															1															
chr1	12393235	12393235	1	+	VPS13D	+	FALSE	FALSE																																									707																																																																
chr1	12410728	12410728	1	+	VPS13D	+	FALSE	FALSE											2																2														39																			24													22																																
chr1	12410875	12410875	1	+	VPS13D	+	FALSE	FALSE																											5																																																																														
chr1	12411203	12411203	1	-	VPS13D	+	FALSE	FALSE																																																														3171																																											
chr1	12491651	12491651	1	+	VPS13D	+	FALSE	FALSE																																																																																											320														
chr1	12515515	12515515	1	-	VPS13D	+	FALSE	FALSE																																																																																																								355	
chr1	14034885	14034885	1	-	PRDM2	+	FALSE	FALSE																	3																																							4																																																	
chr1	14039321	14039321	1	+	PRDM2	+	FALSE	FALSE																																																																																							1																		
chr1	14041102	14041102	1	-	PRDM2	+	FALSE	FALSE			4																																																																																																						
chr1	14064853	14064853	1	+	PRDM2	+	FALSE	FALSE					1							1																																															1															1									36																						
chr1	14068273	14068273	1	-	PRDM2	+	FALSE	FALSE					6							1								1								30						2					1		48									9									5															4									4							278					3										
chr1	14088271	14088271	1	+	PRDM2	+	FALSE	FALSE																																																										5	4																																														
chr1	14097801	14097801	1	-	PRDM2	+	FALSE	FALSE				7																																																			5	25																																											1						
chr1	16035951	16035951	1	-	PLEKHM2	+	FALSE	FALSE																																									901																																																																
chr1	16178165	16178165	1	+	SPEN	+	FALSE	FALSE																				1														40					1											1																								1														5							1										
chr1	16178734	16178734	1	-	SPEN	+	FALSE	FALSE				2																																																																																																					
chr1	16189104	16189104	1	-	MIR5096	+	FALSE	FALSE																	6																																																																	14																							
chr1	16199780	16199780	1	-	SPEN	+	FALSE	FALSE			1																								5																																						83														31																										
chr1	16200115	16200115	1	+	SPEN	+	FALSE	FALSE																																																															7																																										
chr1	16202148	16202148	1	+	SPEN	+	FALSE	FALSE																																																																																		6				254																			
chr1	16202414	16202414	1	-	SPEN	+	FALSE	FALSE																																																																																									2																
chr1	16205045	16205045	1	-	SPEN	+	FALSE	FALSE																																																						1																																																			
chr1	16220920	16220920	1	-	MIR5096	+	FALSE	FALSE						3098																																			125																																																																
chr1	16236703	16236703	1	+	SPEN	+	FALSE	FALSE																																																					8																																																				
chr1	16237229	16237229	1	+	SPEN	+	FALSE	FALSE			1			1504																																												9					2				1																						14																								
chr1	16240011	16240011	1	-	SPEN	+	FALSE	FALSE																																																																														15																											
chr1	16240986	16240986	1	+	SPEN	+	FALSE	FALSE																																					1																			5																																																	
chr1	16585822	16585822	1	-	FBXO42	-	FALSE	FALSE				12													3			1																																																																																					
chr1	16587451	16587451	1	+	FBXO42	-	FALSE	FALSE																																																																							1																																		
chr1	16588799	16588799	1	+	FBXO42	-	FALSE	FALSE																								1																																																																																	
chr1	16612616	16612616	1	+	FBXO42	-	FALSE	FALSE					3															1																														2										702														1									32												1							1			
chr1	16637108	16637108	1	+	FBXO42	-	FALSE	FALSE					1																																1													1								1																						34																					1				
chr1	16643969	16643969	1	-	FBXO42	-	FALSE	FALSE			1																																																																																																						
chr1	16648000	16648000	1	+	FBXO42	-	FALSE	FALSE																							1																																																																																		
chr1	16675919	16675919	1	-	FBXO42	-	FALSE	FALSE																								3																																																																																	
chr1	16955388	16955388	1	-	CROCCP2	-	FALSE	FALSE																			1																																																															13																							
chr1	17235754	17235754	1	-	CROCC	+	FALSE	FALSE																																				283																																																																					
chr1	17303239	17303239	1	-	MFAP2	-	FALSE	FALSE																																																																												88																													
chr1	17359910	17359910	1	+	SDHB	-	FALSE	FALSE					21												9		3	1								1						1			1		1											2						1			1															1								3	1																1			2			
chr1	17366702	17366702	1	-	SDHB	-	FALSE	FALSE																																																																																																							5		
chr1	17376397	17376397	1	-	SDHB	-	FALSE	FALSE																																			278																																																																						
chr1	17377762	17377762	1	-	SDHB	-	FALSE	FALSE							75										51																										73												45							39																		8		2											1						1						
chr1	17571953	17571953	1	-	PADI1	+	FALSE	FALSE																																																																									160																																
chr1	17653761	17653761	1	-	PADI4	+	FALSE	FALSE																																																												8																																													
chr1	19269074	19269074	1	-	IFFO2	-	FALSE	FALSE																								7																																																																																	
chr1	19513740	19513740	1	+	UBR4	-	FALSE	FALSE																																																										78			1626																																												
chr1	19940150	19940150	1	-	MINOS1	+	FALSE	FALSE					173		1338													1								1								237			4											2			1011					93	3							2								2									51							131					1							1			
chr1	21080175	21080175	1	-	HP1BP3	-	FALSE	FALSE																										2															124																																																																
chr1	21108215	21108215	1	-	HP1BP3	-	FALSE	FALSE			4																																																																																																						
chr1	21169269	21169269	1	-	EIF4G3	-	FALSE	FALSE			1																																																																			1									21																										
chr1	21202231	21202231	1	-	EIF4G3	-	FALSE	FALSE					4							1																						7					5											3									2							4								1									3							169					2							2			
chr1	21206386	21206386	1	+	EIF4G3	-	FALSE	FALSE																																																																																						301																			
chr1	21223353	21223353	1	+	EIF4G3	-	FALSE	FALSE																	1																																																																																								
chr1	21227708	21227708	1	+	EIF4G3	-	FALSE	FALSE																																																1																																																									
chr1	21232042	21232042	1	-	EIF4G3	-	FALSE	FALSE																										1					12																																																																										
chr1	21241632	21241632	1	+	EIF4G3	-	FALSE	FALSE																																																																																					6583																				
chr1	21277557	21277557	1	+	EIF4G3	-	FALSE	FALSE																																																																																					4480																				
chr1	21304607	21304607	1	+	EIF4G3	-	FALSE	FALSE																																																						1																										24																									
chr1	21323727	21323727	1	+	EIF4G3	-	FALSE	FALSE																								3																																																																																	
chr1	21329958	21329958	1	+	EIF4G3	-	FALSE	FALSE																																																						1																									1																										
chr1	21333274	21333274	1	+	EIF4G3	-	FALSE	FALSE				1																																																																														19																							
chr1	21352485	21352485	1	-	EIF4G3	-	FALSE	FALSE																																																							9																																																		
chr1	21358652	21358652	1	-	EIF4G3	-	FALSE	FALSE																																																								4																																																	
chr1	21387968	21387968	1	+	EIF4G3	-	FALSE	FALSE																																																				1																																																					
chr1	21388226	21388226	1	-	EIF4G3	-	FALSE	FALSE				13																			690			8				265																																																		6			12			687								10											
chr1	21396456	21396456	1	-	EIF4G3	-	FALSE	FALSE			6		2							2																1						5					9											151									2							5								2																2					1							1			
chr1	21438561	21438561	1	-	EIF4G3	-	FALSE	FALSE																																																					9																																																				
chr1	21456217	21456217	1	-	EIF4G3	-	FALSE	FALSE																																																										1																																															
chr1	21456220	21456220	1	-	EIF4G3	-	FALSE	FALSE																																																										2																																															
chr1	21458102	21458102	1	+	EIF4G3	-	FALSE	FALSE																				1														1																						1																											4							23															
chr1	21459018	21459018	1	+	EIF4G3	-	FALSE	FALSE																											1																																																																														
chr1	21470396	21470396	1	-	EIF4G3	-	FALSE	FALSE																									1																						13																																																										
chr1	21497508	21497508	1	-	EIF4G3	-	FALSE	FALSE																																																																															2																										
chr1	21657076	21657076	1	-	ECE1	-	FALSE	FALSE																																																						3																																																			
chr1	21791242	21791242	1	-	NBPF3	+	FALSE	FALSE														1																																																																																											
chr1	22032102	22032102	1	-	USP48	-	FALSE	FALSE																																																																																		26																							
chr1	22034285	22034285	1	-	USP48	-	FALSE	FALSE																																																																																																			19						
chr1	22052930	22052930	1	-	USP48	-	FALSE	FALSE																																																																																		12																							
chr1	22056111	22056111	1	-	USP48	-	FALSE	FALSE																																																																																10																									
chr1	22060574	22060574	1	-	USP48	-	FALSE	FALSE								1007						2224				5	15				2						1425							479																					1				1763										5		12							3	48	4																							
chr1	22061525	22061525	1	-	USP48	-	FALSE	FALSE																																																																																											2														
chr1	22062949	22062949	1	-	USP48	-	FALSE	FALSE																2																																																																																									
chr1	22064222	22064222	1	-	USP48	-	FALSE	FALSE		12																							1																						36																																																										
chr1	22065549	22065549	1	+	USP48	-	FALSE	FALSE																																																4																																																									
chr1	22074804	22074804	1	+	USP48	-	FALSE	FALSE																	63																				1																																											1																									
chr1	22102852	22102852	1	-	USP48	-	FALSE	FALSE					1																							1						3					2											7		36						1								3																	229							2					2							1			
chr1	22241612	22241612	1	+	HSPG2	-	FALSE	FALSE																																				760																																														88																							
chr1	22250122	22250122	1	-	HSPG2	-	FALSE	FALSE																								5																																																																																	
chr1	22381857	22381857	1	+	CDC42	+	FALSE	FALSE																																																																																		5																							
chr1	22383289	22383289	1	-	CDC42	+	FALSE	FALSE																																																																								5																																	
chr1	22408719	22408719	1	-	CDC42	+	FALSE	FALSE																	2														1																																																3																										
chr1	22808024	22808024	1	-	ZBTB40	+	FALSE	FALSE		1	17																							16																						3																															1																										
chr1	22833308	22833308	1	+	ZBTB40	+	FALSE	FALSE																																																																																																486									
chr1	23138589	23138589	1	-	EPHB2	+	FALSE	FALSE														1																																																																																											
chr1	23353628	23353628	1	+	KDM1A	+	FALSE	FALSE																																																								3														2									52																										
chr1	23376874	23376874	1	+	KDM1A	+	FALSE	FALSE			2																																																																				5																																		
chr1	23386441	23386441	1	-	KDM1A	+	FALSE	FALSE																																																																																																					26				
chr1	23446003	23446003	1	+	LUZP1	-	FALSE	FALSE																																					5																			3							2																	2																			148						
chr1	23472290	23472290	1	-	LUZP1	-	FALSE	FALSE																																				61																																																																					
chr1	23473992	23473992	1	+	LUZP1	-	FALSE	FALSE																																																								1																																																	
chr1	23635428	23635428	1	+	HNRNPR	-	FALSE	FALSE																																				8																																																																					
chr1	23636794	23636794	1	+	HNRNPR	-	FALSE	FALSE																																																																	1																								2																
chr1	24034770	24034770	1	+	RPL11	+	FALSE	FALSE																																																																																11																									
chr1	24075338	24075338	1	-	TCEB3	+	FALSE	FALSE					2																													89					1																																																			2					1										
chr1	24170582	24170582	1	+	FUCA1	-	FALSE	FALSE																																																													161																																												
chr1	24181408	24181408	1	-	FUCA1	-	FALSE	FALSE																																																																											399																														
chr1	24181664	24181664	1	-	FUCA1	-	FALSE	FALSE			1																																																																																																						
chr1	24232665	24232665	1	+	CNR2	-	FALSE	FALSE																								3																																																																																	
chr1	24290360	24290360	1	-	PNRC2	+	FALSE	FALSE																																																																														6																											
chr1	24291093	24291093	1	+	SRSF10	-	FALSE	FALSE																	6																																																						1											6																							
chr1	24299615	24299615	1	+	SRSF10	-	FALSE	FALSE																																																										28																																															
chr1	24760680	24760680	1	-	NIPAL3	+	FALSE	FALSE																						1																																																																																			
chr1	24763960	24763960	1	+	NIPAL3	+	FALSE	FALSE																					1138																																			2																																																	
chr1	24892627	24892627	1	+	NCMAP	+	FALSE	FALSE																							318																																																			1									1																						
chr1	24976181	24976181	1	-	SRRM1	+	FALSE	FALSE																																																																																								1																	
chr1	24976629	24976629	1	+	SRRM1	+	FALSE	FALSE																																																																																																					1				
chr1	25079996	25079996	1	+	CLIC4	+	FALSE	FALSE			5	16													1			1						1				156		8		2					1										3	123	31								1							2														12			2					10		1					2										
chr1	25110689	25110689	1	+	CLIC4	+	FALSE	FALSE		14																																																																																																							
chr1	25121245	25121245	1	-	CLIC4	+	FALSE	FALSE									1																	37							13																																																						1																		
chr1	25130341	25130341	1	-	CLIC4	+	FALSE	FALSE																																																																															21																										
chr1	25133111	25133111	1	-	CLIC4	+	FALSE	FALSE			1															55														7														3925										26															1									2						2154																			
chr1	25151362	25151362	1	+	CLIC4	+	FALSE	FALSE																																																					2																																																				
chr1	25168022	25168022	1	+	CLIC4	+	FALSE	FALSE																	1																																																																																								
chr1	25211209	25211209	1	+	RUNX3	-	FALSE	FALSE										1							17																																																																																								
chr1	25373322	25373322	1	-	MIR4425	+	FALSE	FALSE																																																								1															7																																		
chr1	25561393	25561393	1	+	SYF2	-	FALSE	FALSE				32	2						2																	2						3					27											1																1					2			1								3	2							2											12				
chr1	25675503	25675503	1	-	TMEM50A	+	FALSE	FALSE																																																																																																21									
chr1	25676752	25676752	1	+	TMEM50A	+	FALSE	FALSE																1																																																															9									2																	
chr1	25678220	25678220	1	-	TMEM50A	+	FALSE	FALSE			1																																																																																					7																	
chr1	25765538	25765538	1	+	TMEM57	+	FALSE	FALSE			18		2							1																						2					795									9		6									1							5								1				1					2							3															
chr1	25769521	25769521	1	+	TMEM57	+	FALSE	FALSE						1																																																																																																			
chr1	25775554	25775554	1	+	TMEM57	+	FALSE	FALSE					3			223				3								2								1						744					2											7									2							4							1	1									2							3					1							1			
chr1	25780282	25780282	1	+	TMEM57	+	FALSE	FALSE																																																																														15																											
chr1	25782258	25782258	1	+	TMEM57	+	FALSE	FALSE																																																																																								1																	
chr1	25803387	25803387	1	+	TMEM57	+	FALSE	FALSE																														11																							621																																																				
chr1	26061316	26061316	1	+	MAN1C1	+	FALSE	FALSE					43		6004									2				1								2										1	13				6564												2	3			1	28														1															7													1			
chr1	26199600	26199600	1	-	PAQR7	-	FALSE	FALSE																																																										5																																															
chr1	26295752	26295752	1	-	PAFAH2	-	FALSE	FALSE																																																																																					4690																				
chr1	26447018	26447018	1	-	PDIK1L	+	FALSE	FALSE																		2																			1																			7	314															1									1																			1					
chr1	26447041	26447041	1	+	PDIK1L	+	FALSE	FALSE																	9																																								2														2									7																									
chr1	26447714	26447714	1	+	PDIK1L	+	FALSE	FALSE																																																	108																																																								
